timestamp,frame_count,left_eye_x,left_eye_y,right_eye_x,right_eye_y,avg_eye_x,avg_eye_y,nose_x,nose_y,predicted_x,predicted_y,smoothed_x,smoothed_y,cursor_x,cursor_y,face_detected,left_ear,right_ear,blink_detected,smoothing_enabled,gain,mode
2025-11-19T09:42:11.235809,1,0.5852375564892897,0.3836217422623917,0.5132816023700099,0.28343638411341376,0.5492595794296498,0.33352906318790276,0.4791245758533478,0.6380631327629089,1830,975,1830,975,1830,975,True,0.1985837464926332,0.10817289954153997,False,True,1.0,tracking
2025-11-19T09:42:12.353543,2,0.6222037578719254,0.28273442239440133,0.593992222323035,0.4565841217394146,0.6080979900974801,0.36965927206690796,0.47955992817878723,0.6368336081504822,1782,820,1782,820,1782,820,True,0.3031421692803251,0.305113327527465,False,True,1.0,tracking
2025-11-19T09:42:13.481556,3,0.6277413108447304,0.2907029384674492,0.5819176581806647,0.42684385925276913,0.6048294845126976,0.35877339886010917,0.48071762919425964,0.6398229598999023,1890,506,1890,506,1890,506,True,0.30366130270880615,0.3223703983020426,False,True,1.0,tracking
2025-11-19T09:42:14.507219,4,0.6378513720886007,0.28238424634920795,0.5758109446070079,0.43465012286223365,0.6068311583478043,0.3585171846057208,0.4805123507976532,0.6396064758300781,1919,344,1919,344,1919,344,True,0.28934344232724696,0.3111002941775302,False,True,1.0,tracking
2025-11-19T09:42:15.552677,5,0.5065386848562947,0.29927309358235066,0.4220600746895499,0.43857251702972955,0.46429937977292235,0.3689228053060401,0.48071229457855225,0.6377920508384705,1755,321,1755,321,1755,321,True,0.30131561828859055,0.3037235378044029,False,True,1.0,tracking
2025-11-19T09:42:16.661206,6,0.5116535149324779,0.29572303512032366,0.43974547859327645,0.41119534538037716,0.47569949676287715,0.35345919025035044,0.4789523482322693,0.639327883720398,1080,383,1080,383,1080,383,True,0.30277338015828414,0.30161095096053253,False,True,1.0,tracking
2025-11-19T09:42:17.698797,7,0.5211560299170619,0.34600128986770873,0.45015140370980905,0.39502069330285117,0.4856537168134355,0.37051099158527995,0.4791813790798187,0.6387771964073181,737,509,737,509,737,509,True,0.2905187596267017,0.28085474954131867,False,True,1.0,tracking
2025-11-19T09:42:18.741031,8,0.4809850539368628,0.2717605351270704,0.4677663144118881,0.38287715089370056,0.4743756841743755,0.3273188430103855,0.4831354022026062,0.64842289686203,584,670,584,670,584,670,True,0.12962583031578323,0.12029844734348424,False,True,1.0,tracking
2025-11-19T09:42:19.821085,9,0.5177134190926602,0.32208796726180233,0.4610609340118748,0.359935736574154,0.4893871765522675,0.34101185191797817,0.4995872974395752,0.6387419700622559,643,644,643,644,643,644,True,0.287814468497306,0.25702549415236864,False,True,1.0,tracking
2025-11-19T09:42:20.853230,10,0.4955649168147701,0.14559408694618153,0.5056233510349291,0.16404611107766487,0.5005941339248496,0.1548200990119232,0.4986647069454193,0.6385431289672852,952,658,952,658,952,658,True,0.1275892010135922,0.07340384184192086,False,True,1.0,tracking
2025-11-19T09:42:21.865292,11,0.5243159427133632,0.3209417995178963,0.46214247589097507,0.3859366877215941,0.4932292093021692,0.3534392436197452,0.49860796332359314,0.6290697455406189,878,481,878,481,878,481,True,0.2904918982229016,0.2822669040884352,False,True,1.0,tracking
2025-11-19T09:42:22.889055,12,0.6284035881681974,0.3381959098316283,0.5816877468504276,0.4320058996605125,0.6050456675093125,0.3851009047460704,0.4969348609447479,0.6343562602996826,1220,453,1220,453,1220,453,True,0.30882143605657403,0.32525773116239415,False,True,1.0,tracking
2025-11-19T09:42:23.919108,13,0.43523360490844837,0.31420929598996966,0.37789304137784097,0.3920818119616122,0.4065633231431447,0.35314555397579095,0.4929293990135193,0.63590407371521,480,537,480,537,480,537,True,0.298274014006615,0.3042035968368082,False,True,1.0,tracking
2025-11-19T09:42:24.941388,14,0.5517994717921645,0.34443172303697406,0.4840124231530936,0.3685080155953009,0.5179059474726291,0.35646986931613744,0.4951363503932953,0.6374174356460571,294,652,294,652,294,652,True,0.2983451747628715,0.26698653770571446,False,True,1.0,tracking
